uni.noj__ARID1A_mut.up.ES	uni.noj__CHD6_mut.up.ES	uni.noj__CHD7_mut.up.ES	uni.noj__CREBBP_mut.up.ES	uni.noj__EP300_mut.up.ES	uni.noj__KDM6A_mut.up.ES	uni.noj__CHD6_amp.up.ES	uni.noj__CHD7_amp.up.ES	uni.noj__PRDM9_amp.up.ES	uni.noj__CHD3_del.up.ES	uni.noj__CREBBP_del.up.ES	uni.noj__HDAC4_del.up.ES	uni.noj__PHF23_del.up.ES	uni.noj__CHD6_ampmut.up.ES	uni.noj__CHD7_ampmut.up.ES	uni.noj__CREBBP_delmut.up.ES	uni.noj__EP300CREBBP_mut.up.ES	uni.noj__EP300CREBBP_delmut.up.ES	uni.adj__ARID1A_mut.up.ES	uni.adj__CHD6_mut.up.ES	uni.adj__CHD7_mut.up.ES	uni.adj__CREBBP_mut.up.ES	uni.adj__EP300_mut.up.ES	uni.adj__KDM6A_mut.up.ES	uni.adj__CHD6_amp.up.ES	uni.adj__CHD7_amp.up.ES	uni.adj__PRDM9_amp.up.ES	uni.adj__CHD3_del.up.ES	uni.adj__CREBBP_del.up.ES	uni.adj__HDAC4_del.up.ES	uni.adj__PHF23_del.up.ES	uni.adj__CHD6_ampmut.up.ES	uni.adj__CHD7_ampmut.up.ES	uni.adj__CREBBP_delmut.up.ES	uni.adj__EP300CREBBP_mut.up.ES	uni.adj__EP300CREBBP_delmut.up.ES	uni.noj__ARID1A_mut.dn.ES	uni.noj__CHD6_mut.dn.ES	uni.noj__CHD7_mut.dn.ES	uni.noj__CREBBP_mut.dn.ES	uni.noj__EP300_mut.dn.ES	uni.noj__KDM6A_mut.dn.ES	uni.noj__CHD6_amp.dn.ES	uni.noj__CHD7_amp.dn.ES	uni.noj__PRDM9_amp.dn.ES	uni.noj__CHD3_del.dn.ES	uni.noj__CREBBP_del.dn.ES	uni.noj__HDAC4_del.dn.ES	uni.noj__PHF23_del.dn.ES	uni.noj__CHD6_ampmut.dn.ES	uni.noj__CHD7_ampmut.dn.ES	uni.noj__CREBBP_delmut.dn.ES	uni.noj__EP300CREBBP_mut.dn.ES	uni.noj__EP300CREBBP_delmut.dn.ES	uni.adj__ARID1A_mut.dn.ES	uni.adj__CHD6_mut.dn.ES	uni.adj__CHD7_mut.dn.ES	uni.adj__CREBBP_mut.dn.ES	uni.adj__EP300_mut.dn.ES	uni.adj__KDM6A_mut.dn.ES	uni.adj__CHD6_amp.dn.ES	uni.adj__CHD7_amp.dn.ES	uni.adj__PRDM9_amp.dn.ES	uni.adj__CHD3_del.dn.ES	uni.adj__CREBBP_del.dn.ES	uni.adj__HDAC4_del.dn.ES	uni.adj__PHF23_del.dn.ES	uni.adj__CHD6_ampmut.dn.ES	uni.adj__CHD7_ampmut.dn.ES	uni.adj__CREBBP_delmut.dn.ES	uni.adj__EP300CREBBP_mut.dn.ES	uni.adj__EP300CREBBP_delmut.dn.ES	uni.noj__ARID1A_mut.up.pval	uni.noj__CHD6_mut.up.pval	uni.noj__CHD7_mut.up.pval	uni.noj__CREBBP_mut.up.pval	uni.noj__EP300_mut.up.pval	uni.noj__KDM6A_mut.up.pval	uni.noj__CHD6_amp.up.pval	uni.noj__CHD7_amp.up.pval	uni.noj__PRDM9_amp.up.pval	uni.noj__CHD3_del.up.pval	uni.noj__CREBBP_del.up.pval	uni.noj__HDAC4_del.up.pval	uni.noj__PHF23_del.up.pval	uni.noj__CHD6_ampmut.up.pval	uni.noj__CHD7_ampmut.up.pval	uni.noj__CREBBP_delmut.up.pval	uni.noj__EP300CREBBP_mut.up.pval	uni.noj__EP300CREBBP_delmut.up.pval	uni.adj__ARID1A_mut.up.pval	uni.adj__CHD6_mut.up.pval	uni.adj__CHD7_mut.up.pval	uni.adj__CREBBP_mut.up.pval	uni.adj__EP300_mut.up.pval	uni.adj__KDM6A_mut.up.pval	uni.adj__CHD6_amp.up.pval	uni.adj__CHD7_amp.up.pval	uni.adj__PRDM9_amp.up.pval	uni.adj__CHD3_del.up.pval	uni.adj__CREBBP_del.up.pval	uni.adj__HDAC4_del.up.pval	uni.adj__PHF23_del.up.pval	uni.adj__CHD6_ampmut.up.pval	uni.adj__CHD7_ampmut.up.pval	uni.adj__CREBBP_delmut.up.pval	uni.adj__EP300CREBBP_mut.up.pval	uni.adj__EP300CREBBP_delmut.up.pval	uni.noj__ARID1A_mut.dn.pval	uni.noj__CHD6_mut.dn.pval	uni.noj__CHD7_mut.dn.pval	uni.noj__CREBBP_mut.dn.pval	uni.noj__EP300_mut.dn.pval	uni.noj__KDM6A_mut.dn.pval	uni.noj__CHD6_amp.dn.pval	uni.noj__CHD7_amp.dn.pval	uni.noj__PRDM9_amp.dn.pval	uni.noj__CHD3_del.dn.pval	uni.noj__CREBBP_del.dn.pval	uni.noj__HDAC4_del.dn.pval	uni.noj__PHF23_del.dn.pval	uni.noj__CHD6_ampmut.dn.pval	uni.noj__CHD7_ampmut.dn.pval	uni.noj__CREBBP_delmut.dn.pval	uni.noj__EP300CREBBP_mut.dn.pval	uni.noj__EP300CREBBP_delmut.dn.pval	uni.adj__ARID1A_mut.dn.pval	uni.adj__CHD6_mut.dn.pval	uni.adj__CHD7_mut.dn.pval	uni.adj__CREBBP_mut.dn.pval	uni.adj__EP300_mut.dn.pval	uni.adj__KDM6A_mut.dn.pval	uni.adj__CHD6_amp.dn.pval	uni.adj__CHD7_amp.dn.pval	uni.adj__PRDM9_amp.dn.pval	uni.adj__CHD3_del.dn.pval	uni.adj__CREBBP_del.dn.pval	uni.adj__HDAC4_del.dn.pval	uni.adj__PHF23_del.dn.pval	uni.adj__CHD6_ampmut.dn.pval	uni.adj__CHD7_ampmut.dn.pval	uni.adj__CREBBP_delmut.dn.pval	uni.adj__EP300CREBBP_mut.dn.pval	uni.adj__EP300CREBBP_delmut.dn.pval
TCGA-UY-A78K	11.0541040897403	20.4052583964348	36.8640549542868	2.59061145591471	-2.02895676506655	-3.12895349850159	-1.18763177090663	20.966290826585	2.19779093888118	-3.01384338217528	20.9729647368585	13.3161956882053	-2.90249964722078	6.38183740092976	73.2800843120841	34.8753508562223	-1.97390137365582	11.6272780331783	11.2037033694207	6.83193003437446	8.94070101845094	1.58846757992636	-1.74549750630983	-1.5830970857428	-0.656496387791307	12.9374421137059	3.54915579193191	-1.65127862600879	35.4709676450454	9.77520726902847	-1.63555172249705	13.345733410363	30.9691148919727	10.9605525386329	-2.32805068552191	-2.04602476307154	-7.90655420405335	-16.5967096805988	-218.373962358596	-14.4992447833516	-7.47882812209258	3.05997634439645	2.25117009068238	1.93897161737896	2.94022963800529	2.91944005586029	-4.77392703232624	-3.5094049248505	2.82865768605841	1.02088410830094	-60.4587603769347	-16.1455313390554	-6.07906947445278	-91.0698587652141	-7.95341726877598	-13.2741601740887	-7.98906929918956	-3.84311778570792	0.929683807769089	2.15048279238988	-4.69067544565063	2.01638118819657	-2.48100802383475	3.34791735059776	-7.18881625707781	1.7851671798918	3.15800644704306	-7.89046914808563	-21.4028360138546	-18.9294203276902	0.751945039418133	-14.3714938945201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UY-A78L	5.13736739157245	20.9135196741353	44.7691864098762	7.33980196308069	14.2425831649134	-5.35890902024746	-4.25556043396375	-6.17595557610901	11.8151951445333	-4.69826026989386	-2.21787207336197	-2.96213006796292	-4.3974246859603	-2.19899734415695	-1.45139959173024	20.8432373339578	11.3776506089614	25.0517388601248	-1.06324746788781	-1.33004386707961	-1.11863669131579	3.72159967384682	32.1419642696042	-6.68018285179768	-2.87019704264823	-5.51314126682935	11.2041282385281	-3.35137121922899	11.6509562289642	-3.67806015851851	-2.99362260832397	-2.60293312489488	-4.77579769640629	9.4531074379902	14.4440672037886	109.811185476096	-2.62352760370782	-8.51074191055063	-285.809104098858	-34.3914576018856	-41.5406783828899	4.04653169052297	3.98338729049463	2.29492372031878	-37.5113932752277	4.38231875852253	1.11293671426936	1.91220042004555	4.17257501824325	3.16459676405949	-23.5703260834055	-15.6914958052802	-36.0428717274454	-234.552916003757	-4.20218075087306	2.75080616875836	2.50234139087667	-9.62788054713248	-35.9873679430554	4.4895418375052	4.52433696807434	5.23442853514613	-18.604340917955	4.10868222102005	-4.29816578797225	1.62503969117986	3.77654902680751	4.65295510034338	4.49683221616668	-22.7734877670321	-17.2489952928161	-52.9589851875641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UY-A78M	9.63379936260356	35.2783907169498	-2.43975704293674	-6.71891225873734	-8.53429670642223	34.7454714956607	9.29022384231585	46.1043978774874	-6.00301691293613	-1.06229810494804	12.0978483864338	3.13440213289267	-1.15512596182794	16.0943260749643	84.7073563327097	16.312997887494	-8.41430177914516	-4.89800312555866	-1.88790072163927	7.3240419115988	-3.29237073337417	-5.6289285304977	-8.18205974044176	17.7661829278714	3.96171475485512	25.2310199345217	-4.67540925046896	-0.608424123139621	-0.77611632907901	4.52312631062756	-0.760949036295768	11.0808372716156	38.9818988650863	-2.97001183351174	-7.90607767344876	-6.2064344863918	-3.90851525151408	-19.9579235516889	1.4482723678969	4.4478998431334	4.11907870150085	-8.70103832887195	-8.21505278161079	-26.6052643947353	1.37871896637859	-2.16985676687244	-10.5272007316273	-3.0939787638965	-2.35821282745617	-9.78709421663498	-132.699384409979	-17.140993359159	4.37995745034913	1.53299971066335	-5.88213632741837	-12.4030412559241	4.39997040780997	7.95854290204751	4.83602181233874	-7.26336848785897	1.801657838767	-15.849642874053	3.06146805626754	-2.87735814846839	-3.99790157046934	-5.20301763963256	-3.10489512487737	-2.85881502999041	-23.7832692573488	1.53604445630242	5.29342155402523	3.9162549102856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UY-A78N	-0.939907519333243	36.0066648727318	9.1403793435421	5.00964265067026	-7.363015551023	27.7769832334361	22.5224027794262	49.5232766376388	3.92768021548556	73.539952851507	37.0233353175903	20.2985860732709	86.9209344714097	40.7337530628929	108.161191641471	74.2896407638862	-4.90662289699199	30.3431185840231	15.4870382096798	9.06996330733559	24.7914874660453	2.1093539186859	-7.83945703898387	13.2716467465359	75.3439232631716	29.4041058823742	-2.38265454749258	204.306974404767	69.9491812194692	12.5151371461871	261.516741413632	44.9851468007668	92.667932286878	25.9065368468057	-6.78904092501827	69.7196315178411	-5.28032917196174	-13.3127261781373	0.550067321350228	-13.004444821248	4.50939393808412	-14.3751907034529	-30.4637460209248	-39.1644480415683	1.29136665815842	-14.9888135444243	-27.8475771114139	-17.1815958028467	-15.0375298643605	-32.071631210302	-206.279311248812	-60.5785802398187	2.73392328742323	-163.387034670701	-3.92449780991843	-8.06690786671678	-8.1219514012194	-2.72199323418652	5.91677987514179	-13.3850218225243	-36.3662824224573	-27.6615879793282	5.49442805290037	-16.1436842242773	-29.4392441690282	-17.2094610738082	-16.0773865082038	-25.8081518609665	-105.088016112696	-46.465554397373	5.04647015386523	-17.1869835766468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UY-A78O	11.0712336185764	26.9774316046868	-5.46118228778754	-10.4198217511665	-13.5966410319146	48.0891979749374	25.9397197677309	36.0407225543865	-8.18378730943729	78.790717956592	13.5666973723584	14.9372395107888	88.7968924549301	40.0133156169996	54.5536048373916	10.5905826449153	-13.8995075760999	-9.53557684967195	-1.9112978360374	16.4696485866743	-2.19872524154474	-10.6017417521153	-11.5741197530697	27.0845571351313	43.678295896475	25.6888678943152	-8.72626878452506	160.162296810967	12.2956580258967	11.7186867818724	189.292470325578	39.5156563963158	50.3985257263178	-2.48208471845462	-12.758023596763	-8.29859829505329	2.43603916755604	-14.2442980437479	3.69197683766054	7.90173741953463	9.82341464613683	-18.2740102433008	-27.6567732247863	-29.9261402593737	4.09722783057933	-14.1990411341437	-15.3406328577564	-14.3709596708443	-13.9444787716341	-28.4069201640524	-113.614979311353	-11.8741528504654	10.1907463339475	6.36705088987647	3.23559355926486	-22.8946066532692	3.1472766997583	12.0522333410573	8.82755586001162	-17.5417996353404	-20.2209200377744	-24.0123059791549	8.24564351730352	-13.4715199045455	-9.06113539391495	-14.4894068654423	-13.0443878475606	-19.7759389374529	-64.4764273579443	1.78642614432289	10.1590112475444	7.12111459095041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UY-A78P	-8.25217471169988	-2.13976408115185	-1.78557138187388	-1.38420355614931	13.3426342706893	-3.13776338560286	-5.99973295057208	-8.28188014209727	-2.12355116949051	-3.63314377831396	-8.31160619771633	-8.02845590585679	-3.53874423230841	-4.92974152042167	-6.91356764050858	-9.25051378853816	9.53675715937553	-3.61928148186294	-5.83917111357672	-2.4390337916867	-3.33214926603747	1.53504974053887	20.9691862799648	-4.8716332386477	-5.03964354136719	-6.0342532266925	3.10644654655902	-4.14846454995931	-7.08598751726335	-9.96562825913167	-3.90410860434961	-4.94197371700698	-6.45071260588592	-6.24991993793424	11.1714262834796	-2.11741997461418	8.2206285816894	3.10304968233782	1.64120863170452	-17.0271247301254	-21.7895613536034	4.14112845441292	7.84919628066444	7.66116509250526	-6.80489582458919	6.28345085315841	9.41347214457139	7.49098251890458	6.26616103438669	8.0994697181125	6.32786748653787	7.02354489319168	-20.299920185949	1.06116079495558	6.12887030679281	4.19554767462912	3.61021772120675	-7.79459318538239	-18.3307717577024	4.51444610065357	7.14533028143571	8.64683470094294	-7.61930723832432	7.64157280015637	8.91819791597871	7.97426312843684	7.48526262501651	8.17657004294616	6.84352190236373	5.26086682098067	-11.109947958438	-11.174334765997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UY-A8OB	-3.23310647750069	-1.23613322740832	29.78583283892	8.53714528372781	16.4088568064501	-6.48689790150313	-4.01561280656394	-5.30675162600414	14.2228733870441	-3.67542575718342	-2.58557792549475	-4.34677415404846	-3.43756576092519	-2.43308455375512	-3.80128009757526	26.3352501760585	14.6408820691842	26.2532806724751	-4.44865292069303	-3.7122226828398	-2.86628432568872	2.08477074575344	29.2155238342007	-7.16315251397106	-3.47283344834872	-5.31725480604667	15.1326047944035	-3.28756430555565	-2.45695001542036	-5.84831663129475	-2.96838678948279	-3.53897595591195	-5.69109074680894	-1.63698030116686	14.6125479081554	65.948534013272	5.88949953259715	2.79698420726038	-157.295164108687	-37.4007490222726	-29.7851289576463	4.03199277436545	3.44817592183301	3.33014588814179	-53.1190547669572	1.9175561265344	1.9501871687798	2.1843745303872	1.70358355913125	3.6550256830731	1.80016089912612	-10.9672468782315	-31.0472284348895	-201.845550989749	7.31460012830475	8.80291916104955	5.48792646887189	-5.40235219874137	-22.202805456198	3.65799480201257	3.61859901921043	5.81954294661441	-27.331478368034	3.68093189058468	3.05210093213651	2.50471767677099	3.02537899456321	5.43982650396382	6.0510807766284	1.10966865369523	-11.1927113729559	-19.1425017123706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UY-A8OC	-6.99693284682071	-2.79534810966915	-5.24353000612524	10.9662189547012	5.45425548031731	-5.70046632379005	-5.42548967092754	-6.44443938810991	2.07304068841556	-4.00951055682826	-6.69940327395093	-8.77373392716266	-3.93670414740382	-4.90900193965596	-6.05536916186031	14.4813970659446	8.20375385982041	13.7255646561525	-3.85243523923905	-6.30396882512927	-3.69814980976666	7.97100028611614	7.68894607801927	-6.69078113403514	-5.03421404795952	-5.33091067461649	2.72084957526288	-3.55227402613034	-4.59718351943064	-10.8650471571938	-3.49994864769878	-5.89975549843251	-5.76607224265321	9.98005706120377	9.95355126209172	56.22517421877	6.8161311954538	3.65041073520434	1.47553980804564	-70.1808737876645	-29.0690385021896	5.66526561691671	6.80960787544911	4.44802326908424	2.01997720384782	6.54197767250663	5.99105164905456	7.29551022543326	6.64165250116286	6.67616176618883	4.67568891840441	-9.99751471088758	-43.6624560045356	-227.247786855968	4.56557071269048	9.61433572984151	4.11360554386628	-18.5481520787356	-17.1184667226234	6.51310665347628	8.36069359908762	6.99944285660693	-5.96732537844593	5.60345145997253	5.37820961256244	7.09572066092128	5.8460737940741	9.4882204378489	6.12387727389573	-22.1136750800955	-16.8337136870583	-43.2688524180668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UY-A8OD	-2.6367292539776	-0.607697481766982	-7.53084913447296	-5.31007663244913	-7.42431326619105	-2.55718303709332	-1.9695727780225	-1.35294847924828	-9.75270645248368	-2.8915412707667	-3.92370314204901	-1.90527198021263	-3.0715541709856	-1.45865832880675	-3.8058689535652	-6.34016914278245	-6.59704529252174	-8.61573460094495	-3.53007428732058	12.6003059525806	-2.88112137709757	1.79461454616646	-7.85252009970475	-1.67268831431159	-2.07457359638417	-2.23826534023844	-7.95271951017212	-1.99932891875481	-3.38164396554788	-2.09323206632196	-2.43184931068904	-0.36945324723258	-3.54124127818839	4.68694264263841	-7.01292258716114	-6.95272398395148	-5.88091424076232	-16.307761450991	3.13009416441438	2.00469176279493	3.39842132510916	3.98131066089285	3.87860090039564	3.05149453473704	8.49206623177934	5.57322244459589	4.26429477030749	4.68899030497551	5.79344708434546	2.56992446954855	3.97633572456638	1.62990698865116	3.30392591734085	3.38399487986751	2.10214118886239	-23.9225131953253	1.28159888789313	-3.63920935014915	5.15602182025569	4.55374959490818	4.48765606777445	5.08195107199078	7.03642842909416	3.8408780244433	3.25678605946259	4.83596335520931	4.54000800387594	-5.14545740768157	3.509442437903	-17.8482787150733	3.8433452271649	2.96962921202461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UY-A9PA	7.69409085737716	-4.80421256945076	13.4986659582639	-3.1955945784765	10.0520475907669	22.4933654728839	-1.08715582908365	-4.21961321805518	4.05643127647163	55.2079306433223	-8.11170420699439	6.37816600798631	64.9484275319477	-2.19883559809822	-4.96603852030574	-12.0547603020279	3.59827456871952	-5.300328911851	28.4287038581402	-1.44712967646161	-1.5981457816107	-5.45130821973291	31.8303954123643	13.666971506951	19.3772963017382	-3.27621211368	4.0122746620248	81.1507734943178	-4.36539118447987	4.09426286716197	107.736167250531	10.3380040280934	-2.96728612754122	-7.48917508112839	10.3487157114863	-1.34827270928521	3.83353875524582	8.81003011873893	2.09058431196033	4.53221387993204	1.96584119134257	-9.31762332656195	-7.91433128634789	-8.45901963358258	-28.1123169466383	-14.2417984516581	2.44480901846878	-9.10441754927233	-14.6306089495138	1.37726199976158	-51.4223287940393	4.95297789598237	3.83166007841904	4.23797757549735	1.53637835508067	5.00564397668021	3.4323358958514	6.55757595788412	-16.5695924944358	-12.923503099015	-15.2272295452438	-9.4274036923306	-6.96175255883591	-6.49507040684351	-4.67674051146952	-7.95393451255042	-7.45958482768268	-3.31037376197473	1.74628607566746	5.83746829798862	1.99718672100492	1.9134005049457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UY-A9PB	-6.17883645796699	-1.78687877503663	17.2391744258012	13.1535287922603	27.4444055893408	-11.3074702336434	-5.78581411198349	-8.74593669074247	7.5104184091199	-6.54673062155369	-5.49182078969852	-7.86460838067868	-6.28947980012769	-4.30102552972835	-5.97569761715805	22.9491659967942	23.1334339921278	34.3010924287405	-5.40796086456717	-5.46902021271576	-2.54793971571952	6.22946488931061	45.7553176687727	-12.638449571278	-4.88590040964851	-8.74631202040877	9.43833910423043	-5.84426516242051	-4.6088035359728	-10.1525317558628	-5.57983283253176	-5.40924605641026	-8.14487954500304	7.65497159066514	23.5259875174299	110.49073923026	4.19260813911962	2.48302292068404	-190.581802260122	-79.901214641063	-65.5704293787952	8.87267683036967	9.45027485462239	8.34424280152078	-16.7325934379366	9.31902816430335	9.05315476592227	8.47536049977372	9.26925188859604	8.54142499636345	5.64739664710171	1.8567660262974	-65.084880999789	-416.089044856563	5.30574443236757	9.33365849896651	2.65376170953611	-16.7001801136641	-53.9316497075504	9.04046537465015	8.25133128156812	12.4847720977094	-19.1089892112908	10.3142549405168	8.45648719170354	9.22482742637105	10.1624582335646	9.28530137978384	8.96433051390157	-10.2736986263213	-26.5957132120714	-67.0577087034872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UY-A9PD	29.5263993050323	70.1027763994655	16.9382752374281	-5.6242199897823	-8.82655044293453	34.1421001889185	5.24505928657504	36.414752800258	-9.19396676686471	-0.876987975516933	19.2480235000344	10.8679563014092	-0.907759891641105	25.7217319100622	81.8999781501481	30.0488572951111	-8.13831921176166	-3.14027200249322	31.1194873814773	14.5364714310279	15.0797920865214	-7.19459597421787	-7.53702053799057	13.745651668166	18.9092054118224	20.1475064677133	-7.18537392929652	38.4170553107517	11.4303779337913	7.40023683888638	40.8182271662642	29.1834896974869	63.8985831811667	-2.41710894486668	-8.81304384269025	-4.81464903566927	-14.8638905499238	-38.4116647615669	-57.9227110893166	3.11042232150188	4.52253058334166	-10.6203762255101	-9.79694383725669	-26.5279640543428	4.72423973565195	-2.60012286732902	-16.9866061375337	-6.45208949070214	-2.77475527498681	-21.2041271888249	-140.177093008595	-36.9101432116449	4.53258967475775	-75.5063290596484	-13.6314606690876	-25.311251317525	-10.0019267307043	8.75407076695348	4.21081350698987	-6.21804952292077	-8.76209378160713	-17.6782024743945	5.35204159463326	-5.33689424184797	-9.89930062887445	-6.47692922534601	-4.63584028469064	-15.4784286906366	-70.3064901523857	1.72947893244475	5.99602807051451	3.30380329102532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UY-A9PE	19.2057238169708	68.771483805406	-2.63259104408367	-7.15664588570421	-7.08190358030628	20.031780689136	11.0537942796665	37.4430060635222	-4.73266143399278	-1.16494259612155	14.2313401922963	9.89121317795425	-1.22803985320032	34.0097264004484	70.0071859034665	19.206889532947	-7.96672586501836	-3.11763110406899	-0.726426121870788	23.3553882720829	-1.23454400184365	-10.0964747944599	-5.84662828181225	12.9766726269055	17.8025569918263	21.0148424377219	-4.39937812233693	-0.542556277298944	10.2063662298219	6.92458631926896	-0.749400224087404	39.2579886713361	43.8876600855877	-3.26723827866448	-8.18895603468182	-3.98623852469628	-9.4684357067566	-37.7345356483958	0.860899921624743	4.99506772595712	4.50823293583193	-6.69071214750628	-17.0713509475476	-27.3580314939313	1.9585772034371	-4.81140355207902	-14.9600174826427	-9.67045799623965	-4.70408980144346	-27.6083962117321	-130.028867598563	-22.1604438164167	5.11326086557524	1.52167791480788	-7.02171738602402	-37.8938710894321	1.29995006445939	11.624188725318	3.89428984210303	-6.97719297292435	-13.5816990967083	-16.9600696284657	4.01341360784025	-6.88677511132478	-10.7522691859647	-9.87065074289566	-6.44171369199039	-23.8184658723687	-54.270185819997	1.76530441700653	6.38968167632269	3.41669277892037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UY-A9PF	39.9146903463335	6.71295745897176	-3.13665649785198	-9.00814619928492	-7.29124425368931	22.393890843358	3.00579522200949	32.9071896059436	-13.8249807859937	20.5744113716817	-2.9856252948055	4.23600820823821	23.4533307648827	4.46867721435384	43.6283142658612	-8.38439114832848	-8.62128812344654	-8.59011622200567	74.9993818826804	13.2873137347939	-0.599380476025643	-9.60761844829591	-6.14015131315163	14.7473729072919	7.38324041118801	24.0929655541786	-11.2895911916039	40.2469871425175	-3.78062307127592	3.45139044443086	45.4094260776916	20.1343894620662	61.1129688516955	-8.72672843597284	-7.71911825110546	-6.23857866218309	-19.8944486358861	-8.81419401613662	2.13469874949483	5.58564009964088	4.93780849871247	-7.96539445046007	-5.86191889272855	-15.6439899560357	7.5259168735805	-3.26776562415786	-4.38696891759614	-5.34826760075334	-3.27334855376661	-7.04027683708995	-58.6156093297286	1.79415070494761	6.10510559746859	4.73290618982604	-23.9701466345577	-23.5632629921169	-4.11666507587816	9.20690752419676	3.70174477593073	-7.51440231161953	-6.27851786968178	-16.9224666129458	8.74976372516824	-4.61597853214919	-2.47689062321169	-4.83141256234412	-4.11080525540726	-11.973590051286	-60.6559623655651	4.53438267814182	5.79193023073646	4.31277657933718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
