"","ARID1A_mut","CHD6_mut","CHD7_mut","CREBBP_mut","EP300_mut","KDM6A_mut","CHD6_amp","CHD7_amp","PRDM9_amp","CHD3_del","CREBBP_del","HDAC4_del","PHF23_del","CHD6_ampmut","CHD7_ampmut","CREBBP_delmut","EP300CREBBP_mut","EP300CREBBP_delmut"
"STAT5B",0.118194963657354,-0.00696515848248913,-0.100483025551341,0.00372949862378886,-0.115338649712301,-0.0517848693456345,0.0221999518705976,0.0068084375577544,-0.256233057973314,0.00642750146561451,-0.0509802390285635,0.0309763236557426,-0.000297540064547112,0.0145810533413007,-0.0319274270805984,-0.0647653196912509,-0.0779994918496285,-0.120440649061388
"TLR9",-0.0361327424465638,-0.00375776846365082,-0.238566174924581,-0.122449044497081,-0.110067738070039,-0.0906670304052729,-0.116220845402494,-0.113798473499322,-0.383069404930472,-0.174602481879916,-0.253230447606976,-0.176998527494716,-0.182510086148803,-0.117431501294582,-0.211575015256879,-0.310392240494355,-0.109292614398324,-0.231230328166902
"CCL3L1",-0.30707477319637,-0.132785839044853,0.180745571917067,0.34775166179568,0.473677831200888,-0.505725844480884,-0.569660198894977,-0.545731837847427,-0.0495752174951247,-0.565890322496154,-0.495640329630641,-0.562989411795186,-0.562252964249709,-0.546620769613572,-0.511864438680729,-0.273468699826159,0.460077228186126,0.28488222325409
"CD72",-0.28258037203816,0.0126613545281746,0.0674150871188121,0.318351260534491,0.374170766087924,-0.529505585236924,-0.577370134539702,-0.528715266526283,-0.255608294512365,-0.644365237850065,-0.487212667997941,-0.564169002756663,-0.648896539806938,-0.527797556849764,-0.534308984402469,-0.272617550411308,0.385735427515954,0.203156610318986
"CLEC5A",-0.314948469159393,-0.273688901088111,0.327390644634979,0.470560339612669,0.618000194090129,-0.677952487849822,-0.711987698025268,-0.724901979847403,0.0548278549988611,-0.685945255364347,-0.662372978413724,-0.712432771336255,-0.681282763475914,-0.704140343505957,-0.658202381760617,-0.381282767893076,0.609903446566268,0.337090115463307
"FOXP3",-0.224170112347877,-0.243574000369628,0.250515482861233,0.39811178672102,0.508796867419045,-0.600694695977308,-0.644319476046788,-0.625370202387317,-0.153772027064131,-0.5855826997061,-0.621993900075304,-0.606912647254946,-0.582839465120495,-0.637270391477209,-0.578914374542161,-0.397243902637258,0.51105668774301,0.261785607895201
"ITGA4",-0.177455792154483,-0.225639260588203,0.211309278762177,0.506444463369532,0.602194057608986,-0.72853568236856,-0.75265003245731,-0.676830498634037,-0.22543925147118,-0.702555522848921,-0.667154262508786,-0.693466239273804,-0.702859246940938,-0.732345396662957,-0.632295253034502,-0.364218368964522,0.609807655543309,0.334404112413605
"L1CAM",-0.20990533659081,-0.174715008842352,0.186367493754641,0.529319295225409,0.562505819616926,-0.68717009288621,-0.623259349330433,-0.583959820041336,0.0184413162661164,-0.649869243041052,-0.488467573670133,-0.613479212903595,-0.646603720279127,-0.596591502396899,-0.53552258700381,-0.152892263368481,0.569914467757293,0.386871333420768
"LIPA",-0.223298694534132,-0.342947081333389,0.133276923223709,0.366581550890482,0.450909423079709,-0.523899145932801,-0.584337943319678,-0.604383733392794,-0.081637113493866,-0.498375190953934,-0.568123953353351,-0.55646723825927,-0.498193380546322,-0.597335355569211,-0.581097689612,-0.392825503353333,0.447674823340004,0.168678713623342
"LRP1",-0.140517005898855,-0.218821988705492,0.0377764569480376,0.361154625069482,0.352859193934989,-0.564390920999579,-0.557793093748796,-0.54889622177124,-0.221860819804154,-0.559967044434181,-0.568461071193705,-0.61067589300007,-0.558786071873948,-0.563338399524219,-0.552754878225898,-0.351424322875495,0.402413749602014,0.131425778772248
"LRRC42",-0.326007616601605,-0.216218336454206,0.415330239434942,0.643101752694734,0.645047071050235,-0.561026279996509,-0.538225947401843,-0.522285114763182,0.478664398483182,-0.494044074800583,-0.300598684533677,-0.49565421886722,-0.481060444097982,-0.522395543825143,-0.390590595825746,0.0582848122758953,0.662216051544399,0.570310625466673
"MARCO",-0.139040394601923,0.0316028412378575,0.30854275916846,0.430139311536515,0.545684032259783,-0.620157475517436,-0.657573546352231,-0.588868793642582,-0.0624100772028253,-0.707772059117174,-0.49567869878247,-0.603755970748162,-0.703795181577401,-0.59739607734826,-0.520460791183557,-0.218014844564462,0.537275696093515,0.352860703536294
"MMP12",-0.32383007245119,-0.261104681194363,0.228654435896057,0.384482665860271,0.46009601321898,-0.457159571687154,-0.46698060326607,-0.433156178599325,0.121203857101955,-0.39795624941528,-0.446919969754804,-0.482182976024614,-0.392687192515773,-0.478985745197022,-0.383793411766246,-0.225780806420223,0.470142850163742,0.307238413627196
"MNDA",-0.349227579631722,-0.273425007712366,0.242813011617844,0.484873162062864,0.620887842590705,-0.755386552955947,-0.81100339909487,-0.800356093970361,-0.169314785020236,-0.779925304015625,-0.763130545526634,-0.795375301559682,-0.778395552306094,-0.796855757735953,-0.757308548693562,-0.47656359600844,0.622982814410975,0.305304552751698
"MRC1",-0.234809819952924,-0.184772380083756,0.209804616535524,0.466289452770109,0.573725975494996,-0.755968558284105,-0.796931379557584,-0.737250213879007,-0.221795799172471,-0.811930649842343,-0.70453211471477,-0.769194956236521,-0.811723219892356,-0.766914286905658,-0.704463030293607,-0.387623322759235,0.586019292045468,0.298453003688154
"MS4A6A",-0.323456263554063,-0.224559706078475,0.165189685324879,0.440980525260692,0.553140408167015,-0.758295519477743,-0.817172231525748,-0.792292652209235,-0.268689632848989,-0.81666602470572,-0.761045114777317,-0.803677093408145,-0.819053235995563,-0.792167911540844,-0.77163429004361,-0.480996130212296,0.566545259483559,0.242978743554035
"PELO",-0.213423862783851,-0.199341595429615,0.207849050363073,0.521909479266016,0.543279534650166,-0.547031295772846,-0.58647549658624,-0.485917379272765,0.0664860695063485,-0.525415469468396,-0.409857375124166,-0.521386663915069,-0.520347570613643,-0.574177939559789,-0.428731026962006,-0.0992817340437073,0.567101645269343,0.419652874636335
"PLEK",-0.250682628289417,-0.20257213137984,0.258569560237905,0.468727196398705,0.604566073859904,-0.745736819805567,-0.791082879749642,-0.759396983113365,-0.23516478312969,-0.772888940873983,-0.718843544458387,-0.756859058239757,-0.770410736037084,-0.764494565299973,-0.711559113471957,-0.442829196101165,0.606033455235239,0.304373944960742
"PRSS23",-0.190500733072285,-0.316560896238733,-0.167053904577276,0.249531162374539,0.236375615708278,-0.517608929877016,-0.527271031082336,-0.497645475712497,-0.215912668810698,-0.522992920878726,-0.552741803424962,-0.553870830154449,-0.530308802062002,-0.543062917002224,-0.555900958029536,-0.346747254556833,0.268454463118637,0.0300554336222393
"PTGIR",-0.180450812972165,-0.057839564852937,-0.106317218449057,0.239126370032697,0.271734306605068,-0.594116065454754,-0.640091219709805,-0.567849937676044,-0.397589784021506,-0.730248778577221,-0.586933052201543,-0.654622359756963,-0.738057968811033,-0.604350631369356,-0.619582333416539,-0.372322906782805,0.29883686830764,0.0675989324071192
"ST8SIA4",-0.230485339724202,-0.209283135577697,0.121657317668249,0.447937664293605,0.53044717102154,-0.61752605584875,-0.690580095814443,-0.656170045214519,-0.214050932624267,-0.632580011269949,-0.612081902853607,-0.654145394531474,-0.631809128040162,-0.677469073566829,-0.62849590266199,-0.3524951469738,0.539476823302053,0.292160150240071
"STAB1",-0.30331965662039,-0.201188322718597,-0.0401532437344317,0.303789289335097,0.374522548907706,-0.666015871394845,-0.721850395300704,-0.708673292881548,-0.368659914179834,-0.752223511248393,-0.731094632935565,-0.745455888271939,-0.757362614762298,-0.711402569233721,-0.74484119594144,-0.506644295800056,0.395736060053621,0.0798884472119047
"B3GAT1",0.138914854584269,0.0753253058934524,-0.143778353368686,-0.215638111592388,-0.196306030796116,0.0902196163192089,0.0813531749819202,0.13627664590522,-0.308453619946061,0.0195200762444524,0.0536988501983561,0.0803448196973649,0.0126803283172724,0.0945939558947084,0.0729614044825423,-0.0379032570835307,-0.199224377429198,-0.166972115100517
"CDK5R1",0.0284963519538523,0.0518101355150111,0.497523915401091,0.540247064265474,0.50500305490957,-0.371804757177977,-0.271304769722719,-0.189554930242403,0.438839261577648,-0.255038303866148,0.0100103502951195,-0.186381640717898,-0.237013100597165,-0.22313137241945,-0.0310185517290364,0.315964225931147,0.519663440488983,0.589984490459106
"PDCD1",-0.311529769381719,-0.187356858553043,0.225826866106249,0.378601983148215,0.532390224380105,-0.596138157527256,-0.65866571244284,-0.658471533251224,-0.15324819691963,-0.624761124482144,-0.631340601040287,-0.641396927582617,-0.623243293412464,-0.637154050405299,-0.618878325405841,-0.417347092613474,0.51815904521803,0.25898548086676
"BCL6",0.105344377888603,0.0278184058566627,-0.254277138427865,-0.452082091374483,-0.451906288307842,0.437766774527885,0.368514677877543,0.231413198693509,-0.20750769204674,0.42357761184167,0.124174741534155,0.320037026422759,0.41830228303693,0.317845053714463,0.165855616740127,-0.175384496325098,-0.453475971166177,-0.473687669861983
"CD200",0.107901384904118,-0.0426830410290787,-0.131467300099545,0.148526734964244,0.150062494014745,-0.46638327330115,-0.477494733858893,-0.398142883544868,-0.542833931299342,-0.521364578102677,-0.451091763546819,-0.450155855160889,-0.531803039785206,-0.443832422043266,-0.459199730305728,-0.346585233037124,0.177218678872641,-0.0340248725118565
"CD83",-0.0347507006503123,0.0372718403065016,0.305346427451993,0.313303503940639,0.348778972610412,-0.39306155651618,-0.33005320737235,-0.298851255057209,0.0640771257771114,-0.402088646443601,-0.185985509586833,-0.282394144468069,-0.397208211964432,-0.285849955704695,-0.232310412736128,0.00386307361713661,0.348109154092183,0.305092352266234
"CD84",-0.164595363107271,-0.20274031273305,0.327886328627762,0.500360995247887,0.637510295945564,-0.741571274790717,-0.770813191866349,-0.734950076664474,-0.207822560235405,-0.744426726114787,-0.682560115939452,-0.717764009008408,-0.740849681869022,-0.739371865219401,-0.667840256412919,-0.401427937698003,0.631712197874589,0.34688167922167
"FGF2",-0.0320526978084867,-0.116838188030479,-0.124367329818214,0.276542287616644,0.21354489303576,-0.512875675251628,-0.522039343842882,-0.441815192282616,-0.478947626941299,-0.531661160526399,-0.477705344165865,-0.502789526448379,-0.539533250808959,-0.505899562206192,-0.498241085901089,-0.301868177029978,0.265398670116058,0.0404299347920806
"GPR18",-0.175818063630941,-0.0834183637861944,0.0561554361978523,0.123973428447342,0.229376205996941,-0.383520117631057,-0.417243416081157,-0.446981370335934,-0.293082876465929,-0.416295492175859,-0.479402311450348,-0.4188146905061,-0.417336176575152,-0.400007102803696,-0.456126494923882,-0.400035902728498,0.22179846872752,0.0295218664754326
"CEBPA",0.394683008518763,0.397259097676184,-0.169431044736668,-0.666992771048574,-0.629200589002114,0.588872955693033,0.591484028777283,0.559952556141252,-0.237019107938136,0.489052857886455,0.42064514601549,0.532382924875374,0.483115131396449,0.606226396892297,0.496507084598556,0.0582236787471938,-0.650236706902894,-0.494849941923148
"CECR1",-0.126295686269798,-0.153042665195693,-0.123600510411959,-0.0150747154198902,0.0853644918796652,-0.233397741451819,-0.312215468478952,-0.345202661181375,-0.404050043270524,-0.303552529426253,-0.418543283421753,-0.319015425084748,-0.307743356499289,-0.321751768896886,-0.400332029269179,-0.444994312461593,0.0679792471105573,-0.133587008029695
"CLEC10A",-0.268984288057807,-0.294990697010024,-0.0554787901457356,0.194353468035076,0.276484279886054,-0.541837393752893,-0.624607987699848,-0.621761655284725,-0.422579784811692,-0.60849390683093,-0.682683187097282,-0.630960223522717,-0.613532389609158,-0.642070010466092,-0.67170547337035,-0.553786441937885,0.292810472990879,-0.0234915405558883
"CLEC4A",-0.415512951628933,-0.271615573272403,0.160430994930113,0.422300717166115,0.543515435134475,-0.721540430709582,-0.78056202829396,-0.773154711520186,-0.144239266747463,-0.7573171514407,-0.755982461567262,-0.784060597817914,-0.757610981101745,-0.775165227282677,-0.753543215995678,-0.48186695090814,0.551877654135015,0.244219976998067
"CSF1R",-0.348392559236799,-0.289854908580639,0.149169167075107,0.476442565756531,0.584294125067892,-0.791763652830818,-0.84168536304305,-0.826179355878766,-0.230125330801298,-0.830758893249904,-0.790095202219465,-0.835863542896478,-0.831893750633863,-0.828502783342421,-0.808957899494359,-0.490909479619389,0.597838912091753,0.257443183805905
"CTSS",-0.163091003088127,-0.329709022072031,0.0372729004254964,0.0209209183033432,0.189750698883447,-0.22371691147759,-0.298373494763542,-0.412262078377424,-0.173100823323749,-0.252884848814663,-0.414864317136718,-0.279357786980396,-0.258186150534777,-0.327901519185857,-0.430616271907801,-0.444437043243314,0.136248966825696,-0.0750974161012993
"DPP4",-0.118819020372307,-0.138613032184153,0.282353859946266,0.533165292693554,0.620852151917879,-0.743409505238931,-0.720527366795165,-0.635216764297737,-0.00295879211455222,-0.748177743791148,-0.546036550782704,-0.657274836909527,-0.746438795266639,-0.674985008150548,-0.574342611376985,-0.207572359305424,0.619524352876863,0.405836343776801
"LRRC32",-0.0108402467815671,-0.0718553955286301,-0.168157488450887,0.21576283865943,0.200820284740895,-0.552540380815945,-0.58498249566853,-0.505304482077098,-0.577621206054976,-0.659394014780179,-0.561170102806806,-0.601746510706672,-0.671285192858614,-0.557627715185604,-0.575439657850128,-0.384205145746926,0.243562869120183,-0.0108050861682388
"MC5R",0.056350049233274,-0.00916797318619107,-0.0489091427854013,0.0728595442386079,-0.0210089787825953,-0.0453928939158084,0.00288526000281337,0.0309984280406315,-0.0587311392965932,-0.00811459964730962,0.0147449002171045,0.00490012806182863,-0.0140067622974755,-0.00796396981939095,0.0202025139307146,0.0309831580065298,0.00966851972776275,0.00599646474750475
"MICA",-0.378390039687321,-0.143603365665785,0.0381586298456714,0.286737982049358,0.283234818830964,-0.257486118625195,-0.285752778130169,-0.322609935223196,0.145202025109979,-0.264600400512956,-0.26501137330995,-0.310581471734931,-0.264955540376222,-0.299480258994138,-0.306121904496707,-0.0620765045473804,0.294869094739654,0.206273536850266
"NCAM1",-0.0904848746183906,-0.130622308457021,-0.0625990603987835,0.288821406419358,0.187014194906252,-0.520191249017294,-0.519920741963217,-0.481226395233777,-0.421918032828886,-0.550217973736082,-0.48097170162277,-0.546972772519737,-0.556754403005864,-0.508329046476771,-0.515673551521746,-0.304202320901053,0.265762226066333,0.0205270859101958
"NCR2",-0.24698788033338,-0.151357194311482,0.200678558550832,0.27336778267852,0.281637537102825,-0.228427135966614,-0.23707529035702,-0.258972628943503,0.1948936660262,-0.175140549594783,-0.205919384785483,-0.229559144860285,-0.16951547321887,-0.23972555266352,-0.206070026795881,-0.0582452746134857,0.289121107760595,0.222172899843831
"NRP1",-0.202418767498589,-0.270078212045708,0.14116526866419,0.581649658235305,0.582543691920939,-0.670345750742702,-0.67617234142475,-0.585127025224825,-0.0662134422381798,-0.631690101774957,-0.541110884559756,-0.613840701572616,-0.631161279083039,-0.669563912984019,-0.546871217804628,-0.173430520331139,0.607387933937625,0.415025808596929
"PDCD1LG2",-0.327733901604336,-0.232794221502366,0.317450215478063,0.61497990809121,0.739529953755846,-0.86026074338032,-0.889698839575888,-0.851503628876317,-0.0323816937912888,-0.870365269364813,-0.752425066800772,-0.853292933369226,-0.866505198736139,-0.852520283171982,-0.78027227747702,-0.360987720109459,0.743110682980028,0.450555246255975
"PDCD6",-0.0826603050103697,0.100540448663561,0.0602667047367177,-0.0556081885004652,-0.0219962323370924,0.0926111119552799,0.107860040263319,0.101063440701007,0.29492722459787,0.0662685684259106,0.153149560527671,0.111385465980605,0.0681543434312023,0.125361014689362,0.119205963805417,0.134487402429298,-0.0426385160312961,0.0423929217974954
"PRDX1",-0.0925035098773054,0.225022624706215,0.116126318125455,0.0368576871525239,0.0631461646131573,-0.0349528300053253,-0.10659019439402,-0.00585910099789001,0.124752329699834,-0.144504643497884,0.0182128443310667,-0.0967678385339826,-0.143430036210131,-0.0624284640536618,0.0170089025259455,0.0975132788738427,0.0693616422798071,0.110700099050451
"RAE1",-0.0874935641942689,0.141323403080918,0.190842621448115,0.131780211889517,0.0385079390544657,0.0516571250067583,0.13577102984553,0.151623872607621,0.203602567042809,0.0885052710883288,0.242085593300896,0.0913029251156678,0.0954287315570215,0.153271120839077,0.225766298181083,0.318271751609879,0.0784337872645078,0.203515460598734
"RAET1E",-0.144284796272392,-0.3129454601867,-0.0502998637569398,-0.224112180477732,-0.095227569761671,0.140195030263828,0.0591419707311719,-0.124444121696869,0.0880028524293964,0.195241757700125,-0.172418082324387,-0.0112588270444413,0.202796702391021,-0.0143764630759401,-0.139696067149464,-0.372706540957791,-0.128781072336097,-0.281712030082073
"SIGLEC7",-0.290990405378148,-0.157259096851587,0.252567921490609,0.51173694942918,0.625930233812174,-0.789721440924095,-0.829184874976599,-0.776124774791594,-0.176791820391751,-0.854093028771165,-0.710169631677869,-0.806062582811904,-0.853105703043961,-0.789214703238765,-0.731463834072249,-0.381008874447386,0.63421622539518,0.350913991879566
"SIGLEC9",-0.335062770998592,-0.200930979243852,0.231241826589391,0.492461446326332,0.614904625910846,-0.766959769084853,-0.817868737598339,-0.787927076855823,-0.15813369148882,-0.825529425868533,-0.731746575968806,-0.804401421655616,-0.824828156843695,-0.789184290195765,-0.745886626054152,-0.418611404288171,0.620872656771631,0.323934608651189
"TYRO3",0.0801015311298642,0.17175305870833,0.186460266210015,0.0839237901657001,0.0289788827829961,0.133170734637727,0.186408143692769,0.196787592084586,0.312048676423766,0.183165063001105,0.272035898456149,0.198242252031983,0.198234831199019,0.198468940810376,0.271233918436565,0.337989788227096,0.0365029006622563,0.183675863670111
"CHST12",-0.163167427206374,0.156953716130246,-0.0281006637802865,0.101560110936157,0.122974250547739,-0.296062801805401,-0.308609487349843,-0.271796588598765,-0.151063429705075,-0.433104567006083,-0.26857568192047,-0.372600392941957,-0.437763525164377,-0.259885091046778,-0.294710001565001,-0.127223561039689,0.142515336499232,0.0610010165216461
"CLIC3",0.236013772183157,0.0818224612456921,-0.0108692238475369,-0.126419372403343,0.0285763038569737,-0.142084398108801,-0.140793703175591,-0.195721739423888,-0.169470718341522,-0.231553232972158,-0.190283328740221,-0.199728017625539,-0.227769049709733,-0.10703200371289,-0.214871376419251,-0.243099519514296,-0.0217291716534593,-0.144363123988829
"IVNS1ABP",-0.208771353888569,-0.197546107225382,0.121594235214255,0.24490268284314,0.19073925984612,-0.0623920666348395,-0.0417635644875685,-0.0566960472756532,0.210884171045253,0.0561089180390202,-0.0598410669602961,-0.0519564319362967,0.0625526746625553,-0.0769734733491385,-0.0138568153813372,0.0504012373708908,0.211616359897677,0.218605724430548
"LGMN",-0.137981377949737,-0.155314853574598,-0.136915251613943,-0.0220396972158802,0.000601440843063164,-0.201760610289303,-0.254181197658833,-0.268479552601514,-0.317391322784678,-0.272709957450357,-0.357083061383363,-0.307987183868099,-0.279251598394414,-0.276423200916226,-0.328092693977923,-0.335500275454252,0.0156835770959171,-0.153226419154795
"CD70",-0.399805570061702,-0.114605543983921,0.19723924527245,0.467359250392069,0.541651122608422,-0.626051387087074,-0.678394634972403,-0.632599881505359,-0.0510435507498519,-0.655845110558552,-0.604093043742801,-0.693691036507368,-0.652909791847825,-0.655023412165627,-0.596683974878592,-0.301350728877391,0.564890785317663,0.342352330073704
"TBX21",-0.286747409764315,-0.13827188109279,0.229259440902842,0.370693569312349,0.507942170319386,-0.580060049570306,-0.642855770381371,-0.629296492069904,-0.168762411953237,-0.608129003082002,-0.601735777385224,-0.614015668473876,-0.606496596155943,-0.617540741596704,-0.589414276616836,-0.383172586129506,0.498004170950775,0.260513434294678
"ADAM8",-0.0342648127776849,-0.162630734757874,-0.0387040610685081,-0.141229229176878,0.0559398290593458,-0.106141940745709,-0.132216450855887,-0.221886439346529,-0.0992280213479696,-0.146780012233773,-0.256281646760577,-0.160591242498333,-0.148121946194721,-0.152677807574974,-0.254510187920227,-0.342812092848049,-0.0168412270382643,-0.150702629201119
"AHCYL2",0.117246510529985,-0.202143666619432,0.048201313770133,-0.0338379381957694,0.0345501614737916,0.0853210270008774,0.0999183355000988,0.00714502533861084,0.0717027383933755,0.211340022213027,-0.0164143524563487,0.118418472078763,0.21356344511817,0.0546083196018476,0.0275190989271242,-0.130042323484003,-0.00850816167945465,-0.0732471550823341
"ALCAM",-0.108093619815179,-0.176324998560005,0.107377862807174,0.221110255555819,0.0985311697953723,-0.0076302064652417,-0.0258426974233101,-0.0290287083757528,0.167186949511126,0.031012897761064,0.0281514599075364,0.00209938898274868,0.0340983740954976,-0.044721473169625,0.00377561380006368,0.134875936040901,0.137918124183046,0.180919730970069
"B3GALNT1",0.0713550193630734,-0.110963185247667,-0.316215650819419,-0.36958009746734,-0.444192332442009,0.444100808835456,0.434934136573717,0.360526504565049,-0.0948592709703022,0.450446327765471,0.275542242031527,0.419350033976814,0.438290826684326,0.377646189525954,0.279067844435312,0.0652473204608973,-0.445651762924882,-0.366811950085357
"BBS12",-0.135510417259303,-0.24544546376849,0.0817531965237991,0.296085404599715,0.240775816282792,-0.168224982693557,-0.184449220476834,-0.194274933380355,-0.0221395250878927,-0.131235310726178,-0.176158736564317,-0.191229564881226,-0.13122877332571,-0.208463919380071,-0.180138599957383,-0.0229075812996423,0.267412542833225,0.213040629767223
"BST1",0.111945915555868,0.0119871188474669,-0.100826680792163,-0.096454219998014,-0.0713940670793828,-0.0323652562254605,-0.108151572986896,-0.11007374541101,-0.310200005583293,-0.173519393640205,-0.167897759297155,-0.118183302348411,-0.184090016824088,-0.0961906037413013,-0.169814807812794,-0.203193714483805,-0.0763416424282238,-0.173666926866984
"CD151",-0.2817326302153,-0.263756899166075,-0.304561409336327,0.0130518316912679,-0.00311321611479817,-0.203390366557345,-0.239856163054782,-0.289462134493056,-0.133152182555318,-0.278608459537555,-0.332177509151477,-0.311897962840002,-0.289366900470021,-0.268303749534873,-0.376905696408069,-0.257055356940299,0.00659800393728195,-0.150948046748421
"CD47",-0.344204735834248,-0.302548773424654,0.367910763423492,0.479623629486998,0.575218446353208,-0.508395789066003,-0.513486833852144,-0.609418238499211,0.295950946173872,-0.422235501194224,-0.438918947188759,-0.477514522746797,-0.414402635314472,-0.512256389072152,-0.501512259746116,-0.230091583679963,0.557659518755449,0.361166816437922
"CD48",-0.286278420465102,-0.22719834225659,0.103766744137807,0.317784980304756,0.435508544382412,-0.637220565884452,-0.69687275497717,-0.692396932581026,-0.336115851217246,-0.684259812549759,-0.703337537294103,-0.695641426764683,-0.685799105330243,-0.685011083544091,-0.69416750798888,-0.508843512654817,0.442565756530951,0.138710916504675
"CD52",-0.313816954907132,-0.213750909493754,0.0477295608174366,0.25493140853417,0.371115503144843,-0.58840261623233,-0.667018390590949,-0.68013312267591,-0.342956269031345,-0.660513677125212,-0.695859281218119,-0.678847728394687,-0.663986450265754,-0.658363402430712,-0.697951249367904,-0.534647869107814,0.377824466203583,0.0679847243920306
"CD53",-0.28544340007018,-0.210660662623844,0.207629959104143,0.450777968324351,0.589331103785296,-0.757893734378705,-0.813015504947045,-0.788505730473226,-0.252438008658345,-0.800112266601552,-0.754650653687041,-0.792106247952645,-0.799925862344962,-0.786648401994296,-0.75598198645804,-0.480353698101433,0.590821807778517,0.272120354602736
"CD59",-0.446747042533034,-0.345026151368737,0.0189102259431614,0.327922898252253,0.3735203830846,-0.492612914157571,-0.556591448868164,-0.576263370309106,0.0211944290040076,-0.507504759050854,-0.593331816185261,-0.603752609217876,-0.509073735163193,-0.579951170919098,-0.588570115033512,-0.367101185884445,0.392797940259468,0.164026028041561
"CD6",-0.261228515363421,-0.119040585242225,0.166740992787304,0.287843332787961,0.440471138083679,-0.538342737177772,-0.601811884711353,-0.609153208750505,-0.200451893390193,-0.584953165709674,-0.591192496053707,-0.591995889565284,-0.583263866091423,-0.582882576626284,-0.583450447034511,-0.426399295232892,0.426145926793129,0.170254933882145
"CD68",-0.534209863276453,-0.404691945321889,0.110999052606992,0.408849555333088,0.50097884320522,-0.548297784598662,-0.633633653265467,-0.676671127411815,-0.0124440301342358,-0.553986206438385,-0.663014144461002,-0.649302388695456,-0.55123078048434,-0.663567173203301,-0.65958836992923,-0.447192999256857,0.507394153302394,0.223004864886067
"CD7",-0.378296925902276,-0.228242029406994,0.188803835934571,0.382941130532098,0.518922240625103,-0.612073306521746,-0.691587001668981,-0.701564841648259,-0.113866674487989,-0.658201380911003,-0.664505025140722,-0.685985156213834,-0.656790715901891,-0.677534947706097,-0.669318318750219,-0.43892477784323,0.514832654916072,0.239163551978164
"CD96",0.0749345111490948,-0.0297259133013484,-0.0386325030363575,-0.239125917753848,-0.143655311496531,0.12665365311705,0.0560377133798678,0.0283171918437272,-0.295171405339678,0.0560083834210111,-0.104137785785995,0.072370259987116,0.0517937036705913,0.0389514221673002,-0.0169110182054235,-0.235850150059844,-0.177322923907132,-0.199641432418651
"CFHR3",-0.204305339502715,-0.183910145618521,-0.132272477968283,-0.0718906177684701,-0.117612623407818,0.209641247729603,0.141716403826193,0.0684697877223261,0.0483219743006752,0.251615174310928,-0.0265674247748074,0.0654644685030892,0.253353552161284,0.083242818844404,0.0351059381398101,-0.119752022657989,-0.101276324462799,-0.116345416988442
"CHRM3",0.0252239608510942,0.0814755757207026,0.200997358652079,0.224603508669559,0.140552705339145,-0.152824107959779,-0.15569414961229,-0.122805995465713,-0.0551258086522237,-0.135571169643198,-0.142086939881333,-0.166419214147474,-0.131193839292986,-0.137514185898314,-0.0614880317502963,-0.0386016449952376,0.191579211748047,0.132988520882875
"CLEC7A",-0.154523474744962,-0.112554070485898,0.328744137100242,0.383969445957077,0.521708763402996,-0.571891086201456,-0.600356518017959,-0.597412037509837,0.0108372431110817,-0.572987602615102,-0.534372414855659,-0.556067043338725,-0.566945984463603,-0.572735294294334,-0.527077382679281,-0.310472809537961,0.506583692330852,0.283697030712707
"COL23A1",-0.284779272968333,-0.0980668809933839,-0.00408729058996483,0.365483605738427,0.378395507425776,-0.603527247146328,-0.649075986624536,-0.563069201329904,-0.215071647732218,-0.67892179489893,-0.55879312113222,-0.667241310311255,-0.680771349988878,-0.625182837478712,-0.578766566906537,-0.292676014505643,0.418404239276424,0.198610289395848
"COL4A4",0.09369765385928,-0.00864686134516924,-0.0376732753607211,0.112373241781449,0.0518913275456134,-0.257925207361503,-0.214495573693605,-0.195055109849099,-0.278400082406592,-0.296065818553728,-0.161859335801821,-0.173879319400012,-0.30025010859595,-0.193461397486087,-0.226003519772061,-0.0879402354330144,0.0715077711588067,-0.0157222728281849
"COL5A3",-0.225521410693279,-0.150592376825657,0.16658197493808,0.518734069503522,0.533557006662141,-0.717540128154252,-0.733673725763471,-0.650521525539503,-0.114763711844109,-0.750275189222406,-0.60957813978093,-0.73248815935426,-0.749177612689766,-0.703195481348797,-0.616982187527276,-0.249340694328469,0.57506243217447,0.363503318702513
"DAB1",0.52893374181299,0.299620265988633,-0.0714785310531669,-0.305574960252015,-0.357682691919087,0.2327054756055,0.288375436189525,0.421227233023118,-0.34229070647871,0.167516704400879,0.298979165447062,0.330499327907236,0.158915639137074,0.324033946236422,0.375121022113493,0.163652035651824,-0.346760434648186,-0.189779062264953
"DLEU7",0.120182536513433,0.0593790464984395,0.356253588749615,0.248645236748231,0.284819912680359,-0.18675542065972,-0.149370100368272,-0.151764155778217,0.0948787254221639,-0.104816407341004,-0.113830809359171,-0.123007196512181,-0.0959082859626203,-0.131777382950414,-0.0509066580591975,0.00182357064465589,0.27882221853915,0.252078402040643
"DOC2B",-0.0200645941440206,-0.0943119101124118,0.0383900864946977,0.198069065476733,0.235556056519202,-0.238581430703739,-0.272210753661488,-0.241139832854008,-0.144992385875494,-0.209677426311194,-0.27444307974997,-0.246837457377369,-0.20777506550833,-0.282881281203579,-0.239776571509218,-0.228891252741825,0.236247984795608,0.0811396393399776
